"icd_class","year","age","race","sex","cause","death_count","population_count"
"icd_08","1973","85+","white","male","all_cause",100750,490000
"icd_08","1973","85+","white","male","all_external",2752,490000
"icd_08","1973","85+","white","male","non_external",97998,490000
"icd_08","1974","1","black","female","all_cause",6012,243435
"icd_08","1974","1","black","female","all_external",222,243435
"icd_08","1974","1","black","female","non_external",5790,243435
"icd_08","1974","1","black","male","all_cause",7572,250570
"icd_08","1974","1","black","male","all_external",270,250570
"icd_08","1974","1","black","male","non_external",7302,250570
"icd_08","1974","1","other","female","all_cause",419,32639
"icd_08","1974","1","other","female","all_external",23,32639
"icd_08","1974","1","other","female","non_external",396,32639
"icd_08","1974","1","other","male","all_cause",524,35092
"icd_08","1974","1","other","male","all_external",16,35092
"icd_08","1974","1","other","male","non_external",508,35092
"icd_08","1974","1","white","female","all_cause",16040,1.26177e+006
"icd_08","1974","1","white","female","all_external",523,1.26177e+006
"icd_08","1974","1","white","female","non_external",15517,1.26177e+006
"icd_08","1974","1","white","male","all_cause",22209,1.33645e+006
"icd_08","1974","1","white","male","all_external",673,1.33645e+006
"icd_08","1974","1","white","male","non_external",21536,1.33645e+006
"icd_08","1974","1-4","black","female","all_cause",994,981000
"icd_08","1974","1-4","black","female","all_external",440,981000
"icd_08","1974","1-4","black","female","non_external",554,981000
"icd_08","1974","1-4","black","male","all_cause",1217,992000
"icd_08","1974","1-4","black","male","all_external",556,992000
"icd_08","1974","1-4","black","male","non_external",661,992000
"icd_08","1974","1-4","other","female","all_cause",94,130000
"icd_08","1974","1-4","other","female","all_external",48,130000
"icd_08","1974","1-4","other","female","non_external",46,130000
"icd_08","1974","1-4","other","male","all_cause",101,132000
"icd_08","1974","1-4","other","male","all_external",45,132000
"icd_08","1974","1-4","other","male","non_external",56,132000
"icd_08","1974","1-4","white","female","all_cause",3156,5.458e+006
"icd_08","1974","1-4","white","female","all_external",1250,5.458e+006
"icd_08","1974","1-4","white","female","non_external",1906,5.458e+006
"icd_08","1974","1-4","white","male","all_cause",4269,5.728e+006
"icd_08","1974","1-4","white","male","all_external",2008,5.728e+006
"icd_08","1974","1-4","white","male","non_external",2261,5.728e+006
"icd_08","1974","5-9","black","female","all_cause",511,1.278e+006
"icd_08","1974","5-9","black","female","all_external",268,1.278e+006
"icd_08","1974","5-9","black","female","non_external",243,1.278e+006
"icd_08","1974","5-9","black","male","all_cause",795,1.282e+006
"icd_08","1974","5-9","black","male","all_external",497,1.282e+006
"icd_08","1974","5-9","black","male","non_external",298,1.282e+006
"icd_08","1974","5-9","other","female","all_cause",46,151000
"icd_08","1974","5-9","other","female","all_external",21,151000
"icd_08","1974","5-9","other","female","non_external",25,151000
"icd_08","1974","5-9","other","male","all_cause",54,155000
"icd_08","1974","5-9","other","male","all_external",34,155000
"icd_08","1974","5-9","other","male","non_external",20,155000
"icd_08","1974","5-9","white","female","all_cause",2056,7.301e+006
"icd_08","1974","5-9","white","female","all_external",837,7.301e+006
"icd_08","1974","5-9","white","female","non_external",1219,7.301e+006
"icd_08","1974","5-9","white","male","all_cause",3165,7.638e+006
"icd_08","1974","5-9","white","male","all_external",1662,7.638e+006
"icd_08","1974","5-9","white","male","non_external",1503,7.638e+006
"icd_08","1974","10-14","black","female","all_cause",487,1.451e+006
"icd_08","1974","10-14","black","female","all_external",201,1.451e+006
"icd_08","1974","10-14","black","female","non_external",286,1.451e+006
"icd_08","1974","10-14","black","male","all_cause",855,1.465e+006
"icd_08","1974","10-14","black","male","all_external",541,1.465e+006
"icd_08","1974","10-14","black","male","non_external",314,1.465e+006
"icd_08","1974","10-14","other","female","all_cause",37,161000
"icd_08","1974","10-14","other","female","all_external",21,161000
"icd_08","1974","10-14","other","female","non_external",16,161000
"icd_08","1974","10-14","other","male","all_cause",84,164000
"icd_08","1974","10-14","other","male","all_external",55,164000
"icd_08","1974","10-14","other","male","non_external",29,164000
"icd_08","1974","10-14","white","female","all_cause",2335,8.631e+006
"icd_08","1974","10-14","white","female","all_external",1019,8.631e+006
"icd_08","1974","10-14","white","female","non_external",1316,8.631e+006
"icd_08","1974","10-14","white","male","all_cause",4211,9.039e+006
"icd_08","1974","10-14","white","male","all_external",2612,9.039e+006
"icd_08","1974","10-14","white","male","non_external",1599,9.039e+006
"icd_08","1974","15-19","black","female","all_cause",978,1.411e+006
"icd_08","1974","15-19","black","female","all_external",486,1.411e+006
"icd_08","1974","15-19","black","female","non_external",492,1.411e+006
"icd_08","1974","15-19","black","male","all_cause",2509,1.395e+006
"icd_08","1974","15-19","black","male","all_external",1878,1.395e+006
"icd_08","1974","15-19","black","male","non_external",631,1.395e+006
"icd_08","1974","15-19","other","female","all_cause",89,164000
"icd_08","1974","15-19","other","female","all_external",59,164000
"icd_08","1974","15-19","other","female","non_external",30,164000
"icd_08","1974","15-19","other","male","all_cause",262,169000
"icd_08","1974","15-19","other","male","all_external",216,169000
"icd_08","1974","15-19","other","male","non_external",46,169000
"icd_08","1974","15-19","white","female","all_cause",4686,8.774e+006
"icd_08","1974","15-19","white","female","all_external",2993,8.774e+006
"icd_08","1974","15-19","white","female","non_external",1693,8.774e+006
"icd_08","1974","15-19","white","male","all_cause",13458,9.065e+006
"icd_08","1974","15-19","white","male","all_external",10771,9.065e+006
"icd_08","1974","15-19","white","male","non_external",2687,9.065e+006
"icd_08","1974","20-24","black","female","all_cause",1498,1.185e+006
"icd_08","1974","20-24","black","female","all_external",740,1.185e+006
"icd_08","1974","20-24","black","female","non_external",758,1.185e+006
"icd_08","1974","20-24","black","male","all_cause",4001,1.072e+006
"icd_08","1974","20-24","black","male","all_external",3024,1.072e+006
"icd_08","1974","20-24","black","male","non_external",977,1.072e+006
"icd_08","1974","20-24","other","female","all_cause",126,167000
"icd_08","1974","20-24","other","female","all_external",82,167000
"icd_08","1974","20-24","other","female","non_external",44,167000
"icd_08","1974","20-24","other","male","all_cause",331,157000
"icd_08","1974","20-24","other","male","all_external",274,157000
"icd_08","1974","20-24","other","male","non_external",57,157000
"icd_08","1974","20-24","white","female","all_cause",4697,8.063e+006
"icd_08","1974","20-24","white","female","all_external",2684,8.063e+006
"icd_08","1974","20-24","white","female","non_external",2013,8.063e+006
"icd_08","1974","20-24","white","male","all_cause",15168,8.115e+006
"icd_08","1974","20-24","white","male","all_external",11933,8.115e+006
"icd_08","1974","20-24","white","male","non_external",3235,8.115e+006
"icd_08","1974","25-34","black","female","all_cause",3356,1.724e+006
"icd_08","1974","25-34","black","female","all_external",1096,1.724e+006
"icd_08","1974","25-34","black","female","non_external",2260,1.724e+006
"icd_08","1974","25-34","black","male","all_cause",7386,1.48e+006
"icd_08","1974","25-34","black","male","all_external",4552,1.48e+006
"icd_08","1974","25-34","black","male","non_external",2834,1.48e+006
"icd_08","1974","25-34","other","female","all_cause",308,306000
"icd_08","1974","25-34","other","female","all_external",152,306000
"icd_08","1974","25-34","other","female","non_external",156,306000
"icd_08","1974","25-34","other","male","all_cause",544,266000
"icd_08","1974","25-34","other","male","all_external",360,266000
"icd_08","1974","25-34","other","male","non_external",184,266000
"icd_08","1974","25-34","white","female","all_cause",9821,1.3181e+007
"icd_08","1974","25-34","white","female","all_external",3970,1.3181e+007
"icd_08","1974","25-34","white","female","non_external",5851,1.3181e+007
"icd_08","1974","25-34","white","male","all_cause",22053,1.3115e+007
"icd_08","1974","25-34","white","male","all_external",14612,1.3115e+007
"icd_08","1974","25-34","white","male","non_external",7441,1.3115e+007
"icd_08","1974","35-44","black","female","all_cause",5791,1.333e+006
"icd_08","1974","35-44","black","female","all_external",804,1.333e+006
"icd_08","1974","35-44","black","female","non_external",4987,1.333e+006
"icd_08","1974","35-44","black","male","all_cause",9212,1.109e+006
"icd_08","1974","35-44","black","male","all_external",3124,1.109e+006
"icd_08","1974","35-44","black","male","non_external",6088,1.109e+006
"icd_08","1974","35-44","other","female","all_cause",428,218000
"icd_08","1974","35-44","other","female","all_external",101,218000
"icd_08","1974","35-44","other","female","non_external",327,218000
"icd_08","1974","35-44","other","male","all_cause",604,189000
"icd_08","1974","35-44","other","male","all_external",216,189000
"icd_08","1974","35-44","other","male","non_external",388,189000
"icd_08","1974","35-44","white","female","all_cause",17422,1.0082e+007
"icd_08","1974","35-44","white","female","all_external",3466,1.0082e+007
"icd_08","1974","35-44","white","female","non_external",13956,1.0082e+007
"icd_08","1974","35-44","white","male","all_cause",29942,9.825e+006
"icd_08","1974","35-44","white","male","all_external",9737,9.825e+006
"icd_08","1974","35-44","white","male","non_external",20205,9.825e+006
"icd_08","1974","45-54","black","female","all_cause",11110,1.214e+006
"icd_08","1974","45-54","black","female","all_external",656,1.214e+006
"icd_08","1974","45-54","black","female","non_external",10454,1.214e+006
"icd_08","1974","45-54","black","male","all_cause",16883,1.022e+006
"icd_08","1974","45-54","black","male","all_external",2584,1.022e+006
"icd_08","1974","45-54","black","male","non_external",14299,1.022e+006
"icd_08","1974","45-54","other","female","all_cause",557,162000
"icd_08","1974","45-54","other","female","all_external",81,162000
"icd_08","1974","45-54","other","female","non_external",476,162000
"icd_08","1974","45-54","other","male","all_cause",963,146000
"icd_08","1974","45-54","other","male","all_external",195,146000
"icd_08","1974","45-54","other","male","non_external",768,146000
"icd_08","1974","45-54","white","female","all_cause",46673,1.096e+007
"icd_08","1974","45-54","white","female","all_external",4336,1.096e+007
"icd_08","1974","45-54","white","female","non_external",42337,1.096e+007
"icd_08","1974","45-54","white","male","all_cause",84547,1.0297e+007
"icd_08","1974","45-54","white","male","all_external",10696,1.0297e+007
"icd_08","1974","45-54","white","male","non_external",73851,1.0297e+007
"icd_08","1974","55-64","black","female","all_cause",16466,937000
"icd_08","1974","55-64","black","female","all_external",509,937000
"icd_08","1974","55-64","black","female","non_external",15957,937000
"icd_08","1974","55-64","black","male","all_cause",24018,777000
"icd_08","1974","55-64","black","male","all_external",1721,777000
"icd_08","1974","55-64","black","male","non_external",22297,777000
"icd_08","1974","55-64","other","female","all_cause",697,89000
"icd_08","1974","55-64","other","female","all_external",39,89000
"icd_08","1974","55-64","other","female","non_external",658,89000
"icd_08","1974","55-64","other","male","all_cause",1345,97000
"icd_08","1974","55-64","other","male","all_external",134,97000
"icd_08","1974","55-64","other","male","non_external",1211,97000
"icd_08","1974","55-64","white","female","all_cause",90509,9.421e+006
"icd_08","1974","55-64","white","female","all_external",3938,9.421e+006
"icd_08","1974","55-64","white","female","non_external",86571,9.421e+006
"icd_08","1974","55-64","white","male","all_cause",169162,8.391e+006
"icd_08","1974","55-64","white","male","all_external",9595,8.391e+006
"icd_08","1974","55-64","white","male","non_external",159567,8.391e+006
"icd_08","1974","65-74","black","female","all_cause",23189,640000
"icd_08","1974","65-74","black","female","all_external",446,640000
"icd_08","1974","65-74","black","female","non_external",22743,640000
"icd_08","1974","65-74","black","male","all_cause",27912,491000
